id,brand,category,price,rating,discount,review,image_path,buy
604,Citrus,Electronics,280.24,2.7,0.3,I think this Citrus electronics is good. Price feels fair. Would consider buying again.,images/img_604.png,1
605,Echo,Home,168.17,3.0,0.03,I think this Echo home is great. Price feels fair. Would consider buying again.,images/img_605.png,1
606,Echo,Sports,280.15,5.0,0.17,I think this Echo sports is great. Price feels fair. Would consider buying again.,images/img_606.png,1
607,Bravo,Fashion,236.29,3.5,0.0,I think this Bravo fashion is good. Price feels fair. Would consider buying again.,images/img_607.png,1
608,Alpha,Electronics,29.91,3.5,0.01,I think this Alpha electronics is good. Price feels fair. Would consider buying again.,images/img_608.png,1
609,Citrus,Beauty,203.73,2.8,0.28,I think this Citrus beauty is great. Price feels fair. Would consider buying again.,images/img_609.png,1
610,Bravo,Home,183.32,4.0,0.16,I think this Bravo home is terrible. Price feels fair. Would consider buying again.,images/img_610.png,0
611,Echo,Home,290.5,3.8,0.06,I think this Echo home is poor. Price feels fair. Would consider buying again.,images/img_611.png,0
612,Citrus,Beauty,177.83,4.1,0.0,I think this Citrus beauty is average. Price feels fair. Would consider buying again.,images/img_612.png,1
613,Echo,Home,68.55,2.3,0.18,I think this Echo home is great. Price feels fair. Would consider buying again.,images/img_613.png,1
614,Citrus,Sports,209.04,4.3,0.04,I think this Citrus sports is good. Price feels fair. Would consider buying again.,images/img_614.png,1
615,Echo,Beauty,284.91,3.5,0.16,I think this Echo beauty is average. Price feels fair. Would consider buying again.,images/img_615.png,0
616,Echo,Beauty,35.71,5.0,0.32,I think this Echo beauty is great. Price feels fair. Would consider buying again.,images/img_616.png,1
617,Echo,Sports,81.76,5.0,0.35,I think this Echo sports is good. Price feels fair. Would consider buying again.,images/img_617.png,1
618,Echo,Electronics,161.47,5.0,0.05,I think this Echo electronics is poor. Price feels fair. Would consider buying again.,images/img_618.png,1
619,Alpha,Electronics,265.07,4.4,0.0,I think this Alpha electronics is great. Price feels fair. Would consider buying again.,images/img_619.png,1
620,Echo,Home,23.64,2.6,0.43,I think this Echo home is average. Price feels fair. Would consider buying again.,images/img_620.png,1
621,Echo,Fashion,139.57,3.9,0.27,I think this Echo fashion is average. Price feels fair. Would consider buying again.,images/img_621.png,1
622,Alpha,Fashion,223.43,4.6,0.03,I think this Alpha fashion is poor. Price feels fair. Would consider buying again.,images/img_622.png,0
623,Echo,Home,134.74,4.2,0.14,I think this Echo home is average. Price feels fair. Would consider buying again.,images/img_623.png,1
624,Citrus,Fashion,258.78,4.1,0.4,I think this Citrus fashion is great. Price feels fair. Would consider buying again.,images/img_624.png,1
625,Delta,Home,179.94,5.0,0.39,I think this Delta home is good. Price feels fair. Would consider buying again.,images/img_625.png,1
626,Alpha,Beauty,68.17,5.0,0.28,I think this Alpha beauty is good. Price feels fair. Would consider buying again.,images/img_626.png,1
627,Delta,Fashion,12.99,3.2,0.1,I think this Delta fashion is great. Price feels fair. Would consider buying again.,images/img_627.png,1
628,Echo,Beauty,273.24,3.0,0.0,I think this Echo beauty is good. Price feels fair. Would consider buying again.,images/img_628.png,1
629,Citrus,Home,204.13,4.4,0.27,I think this Citrus home is terrible. Price feels fair. Would consider buying again.,images/img_629.png,0
630,Bravo,Home,91.16,3.5,0.4,I think this Bravo home is good. Price feels fair. Would consider buying again.,images/img_630.png,1
631,Alpha,Home,223.0,3.2,0.21,I think this Alpha home is great. Price feels fair. Would consider buying again.,images/img_631.png,1
632,Alpha,Home,68.8,3.4,0.36,I think this Alpha home is good. Price feels fair. Would consider buying again.,images/img_632.png,1
633,Bravo,Electronics,268.65,5.0,0.3,I think this Bravo electronics is great. Price feels fair. Would consider buying again.,images/img_633.png,1
634,Delta,Sports,262.38,5.0,0.27,I think this Delta sports is good. Price feels fair. Would consider buying again.,images/img_634.png,1
635,Bravo,Home,197.3,3.5,0.33,I think this Bravo home is terrible. Price feels fair. Would consider buying again.,images/img_635.png,0
636,Citrus,Beauty,67.32,2.3,0.44,I think this Citrus beauty is poor. Price feels fair. Would consider buying again.,images/img_636.png,0
637,Delta,Sports,277.86,4.3,0.14,I think this Delta sports is good. Price feels fair. Would consider buying again.,images/img_637.png,1
638,Citrus,Fashion,127.55,5.0,0.21,I think this Citrus fashion is great. Price feels fair. Would consider buying again.,images/img_638.png,1
639,Delta,Sports,264.69,4.6,0.35,I think this Delta sports is good. Price feels fair. Would consider buying again.,images/img_639.png,1
640,Bravo,Beauty,11.31,3.9,0.32,I think this Bravo beauty is average. Price feels fair. Would consider buying again.,images/img_640.png,1
641,Alpha,Electronics,112.5,5.0,0.13,I think this Alpha electronics is great. Price feels fair. Would consider buying again.,images/img_641.png,1
642,Echo,Fashion,71.66,4.6,0.29,I think this Echo fashion is great. Price feels fair. Would consider buying again.,images/img_642.png,1
643,Alpha,Electronics,155.63,3.8,0.07,I think this Alpha electronics is good. Price feels fair. Would consider buying again.,images/img_643.png,1
644,Citrus,Home,110.18,5.0,0.22,I think this Citrus home is poor. Price feels fair. Would consider buying again.,images/img_644.png,1
645,Citrus,Electronics,258.04,3.6,0.44,I think this Citrus electronics is good. Price feels fair. Would consider buying again.,images/img_645.png,1
646,Echo,Sports,142.16,5.0,0.1,I think this Echo sports is great. Price feels fair. Would consider buying again.,images/img_646.png,1
647,Echo,Home,43.09,5.0,0.34,I think this Echo home is great. Price feels fair. Would consider buying again.,images/img_647.png,1
648,Echo,Fashion,166.0,3.0,0.0,I think this Echo fashion is poor. Price feels fair. Would consider buying again.,images/img_648.png,0
649,Citrus,Sports,79.05,3.2,0.16,I think this Citrus sports is average. Price feels fair. Would consider buying again.,images/img_649.png,1
650,Alpha,Beauty,70.45,3.1,0.12,I think this Alpha beauty is terrible. Price feels fair. Would consider buying again.,images/img_650.png,0
651,Delta,Home,76.92,5.0,0.51,I think this Delta home is poor. Price feels fair. Would consider buying again.,images/img_651.png,1
652,Citrus,Sports,261.73,3.2,0.46,I think this Citrus sports is terrible. Price feels fair. Would consider buying again.,images/img_652.png,0
653,Bravo,Beauty,154.03,5.0,0.16,I think this Bravo beauty is average. Price feels fair. Would consider buying again.,images/img_653.png,1
654,Delta,Sports,283.08,4.0,0.49,I think this Delta sports is great. Price feels fair. Would consider buying again.,images/img_654.png,1
655,Alpha,Beauty,50.42,3.0,0.3,I think this Alpha beauty is average. Price feels fair. Would consider buying again.,images/img_655.png,1
656,Delta,Sports,205.88,4.5,0.4,I think this Delta sports is good. Price feels fair. Would consider buying again.,images/img_656.png,1
657,Echo,Sports,146.53,5.0,0.34,I think this Echo sports is great. Price feels fair. Would consider buying again.,images/img_657.png,1
658,Echo,Home,264.65,4.9,0.36,I think this Echo home is great. Price feels fair. Would consider buying again.,images/img_658.png,1
659,Echo,Home,247.2,3.9,0.38,I think this Echo home is average. Price feels fair. Would consider buying again.,images/img_659.png,1
660,Echo,Sports,163.16,5.0,0.21,I think this Echo sports is good. Price feels fair. Would consider buying again.,images/img_660.png,1
661,Echo,Home,144.23,3.8,0.1,I think this Echo home is good. Price feels fair. Would consider buying again.,images/img_661.png,1
662,Alpha,Home,90.46,2.7,0.19,I think this Alpha home is good. Price feels fair. Would consider buying again.,images/img_662.png,0
663,Alpha,Fashion,28.3,3.4,0.23,I think this Alpha fashion is average. Price feels fair. Would consider buying again.,images/img_663.png,1
664,Alpha,Sports,295.87,3.9,0.11,I think this Alpha sports is good. Price feels fair. Would consider buying again.,images/img_664.png,1
665,Echo,Sports,117.03,3.8,0.11,I think this Echo sports is great. Price feels fair. Would consider buying again.,images/img_665.png,1
666,Alpha,Sports,22.14,4.6,0.17,I think this Alpha sports is good. Price feels fair. Would consider buying again.,images/img_666.png,1
667,Echo,Sports,200.89,3.8,0.2,I think this Echo sports is poor. Price feels fair. Would consider buying again.,images/img_667.png,0
668,Delta,Beauty,39.07,4.1,0.11,I think this Delta beauty is poor. Price feels fair. Would consider buying again.,images/img_668.png,1
669,Bravo,Electronics,235.77,4.8,0.29,I think this Bravo electronics is average. Price feels fair. Would consider buying again.,images/img_669.png,1
670,Alpha,Beauty,13.24,4.7,0.06,I think this Alpha beauty is great. Price feels fair. Would consider buying again.,images/img_670.png,1
671,Citrus,Fashion,65.54,4.3,0.27,I think this Citrus fashion is great. Price feels fair. Would consider buying again.,images/img_671.png,1
672,Bravo,Fashion,184.57,5.0,0.15,I think this Bravo fashion is good. Price feels fair. Would consider buying again.,images/img_672.png,1
673,Echo,Fashion,192.39,3.9,0.02,I think this Echo fashion is poor. Price feels fair. Would consider buying again.,images/img_673.png,0
674,Alpha,Beauty,121.0,2.7,0.25,I think this Alpha beauty is good. Price feels fair. Would consider buying again.,images/img_674.png,0
675,Echo,Home,132.21,4.0,0.34,I think this Echo home is terrible. Price feels fair. Would consider buying again.,images/img_675.png,0
676,Delta,Sports,178.55,3.8,0.04,I think this Delta sports is good. Price feels fair. Would consider buying again.,images/img_676.png,1
677,Bravo,Fashion,239.91,4.9,0.04,I think this Bravo fashion is terrible. Price feels fair. Would consider buying again.,images/img_677.png,0
678,Citrus,Sports,225.99,4.2,0.0,I think this Citrus sports is good. Price feels fair. Would consider buying again.,images/img_678.png,1
679,Citrus,Sports,210.45,4.5,0.0,I think this Citrus sports is good. Price feels fair. Would consider buying again.,images/img_679.png,1
680,Bravo,Home,234.27,3.8,0.4,I think this Bravo home is average. Price feels fair. Would consider buying again.,images/img_680.png,1
681,Bravo,Home,34.63,3.1,0.42,I think this Bravo home is poor. Price feels fair. Would consider buying again.,images/img_681.png,1
682,Bravo,Fashion,143.56,3.4,0.0,I think this Bravo fashion is good. Price feels fair. Would consider buying again.,images/img_682.png,1
683,Citrus,Sports,170.63,4.1,0.16,I think this Citrus sports is terrible. Price feels fair. Would consider buying again.,images/img_683.png,0
684,Citrus,Home,67.31,5.0,0.22,I think this Citrus home is great. Price feels fair. Would consider buying again.,images/img_684.png,1
685,Echo,Fashion,248.37,3.5,0.3,I think this Echo fashion is poor. Price feels fair. Would consider buying again.,images/img_685.png,0
686,Delta,Home,289.51,5.0,0.02,I think this Delta home is terrible. Price feels fair. Would consider buying again.,images/img_686.png,0
687,Bravo,Home,46.72,4.0,0.18,I think this Bravo home is great. Price feels fair. Would consider buying again.,images/img_687.png,1
688,Alpha,Home,12.97,3.8,0.12,I think this Alpha home is terrible. Price feels fair. Would consider buying again.,images/img_688.png,0
689,Citrus,Fashion,230.66,5.0,0.29,I think this Citrus fashion is great. Price feels fair. Would consider buying again.,images/img_689.png,1
690,Echo,Home,157.37,2.2,0.0,I think this Echo home is terrible. Price feels fair. Would consider buying again.,images/img_690.png,0
691,Citrus,Beauty,296.3,3.6,0.43,I think this Citrus beauty is great. Price feels fair. Would consider buying again.,images/img_691.png,1
692,Echo,Beauty,176.86,5.0,0.23,I think this Echo beauty is great. Price feels fair. Would consider buying again.,images/img_692.png,1
693,Echo,Beauty,108.15,2.5,0.22,I think this Echo beauty is average. Price feels fair. Would consider buying again.,images/img_693.png,0
694,Alpha,Electronics,152.3,3.9,0.37,I think this Alpha electronics is good. Price feels fair. Would consider buying again.,images/img_694.png,1
695,Delta,Electronics,24.47,5.0,0.12,I think this Delta electronics is average. Price feels fair. Would consider buying again.,images/img_695.png,1
696,Bravo,Electronics,40.92,4.2,0.3,I think this Bravo electronics is terrible. Price feels fair. Would consider buying again.,images/img_696.png,1
697,Bravo,Fashion,211.17,2.7,0.33,I think this Bravo fashion is average. Price feels fair. Would consider buying again.,images/img_697.png,0
698,Delta,Fashion,243.97,2.7,0.14,I think this Delta fashion is average. Price feels fair. Would consider buying again.,images/img_698.png,0
699,Citrus,Home,202.65,3.7,0.25,I think this Citrus home is great. Price feels fair. Would consider buying again.,images/img_699.png,1
700,Alpha,Electronics,16.24,3.8,0.01,I think this Alpha electronics is average. Price feels fair. Would consider buying again.,images/img_700.png,1
701,Bravo,Sports,287.67,3.0,0.66,I think this Bravo sports is average. Price feels fair. Would consider buying again.,images/img_701.png,0
702,Alpha,Beauty,178.5,4.4,0.36,I think this Alpha beauty is good. Price feels fair. Would consider buying again.,images/img_702.png,1
